playerID,pos,height,weight,college,collegeOther,age,year,stint,tmID,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,playerPowerRanking,PER
0,2,74.0,169,19,-1,43.0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.13303646258995,11.60589125295508
0,2,74.0,169,19,-1,43.0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.04457813409863,8.358739130434781
0,2,74.0,169,19,-1,43.0,4,0,10,3,3,69,23,1,4,5,4,4,1,8,8,22,6,8,8,7,3,0,42.7383611039106,11.83734343434344
0,2,74.0,169,19,-1,43.0,5,0,10,2,2,67,20,3,6,9,3,1,2,3,7,23,8,4,2,8,2,0,30.90100073073206,9.500123376623371
0,2,74.0,169,19,-1,43.0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.65808690132438,10.303930501930502
0,2,74.0,169,19,-1,43.0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.970514313471952,10.552832872928176
0,2,74.0,169,19,-1,43.0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.85716508284942,14.88361803084223
0,2,74.0,169,19,-1,43.0,9,0,4,3,2,63,24,3,8,11,4,4,0,3,8,24,11,4,2,5,0,0,20.669712452068556,8.371981308411218
1,0,75.0,180,69,-1,42.0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.270226277236,9.603729166666668
2,5,67.0,165,32,-1,47.0,3,0,18,2,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,16.990803704730265,10.159624113475177
3,5,68.0,160,86,-1,37.0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.650779532782217,9.12502649006623
3,5,68.0,160,86,-1,37.0,10,0,19,2,0,34,19,1,4,5,3,4,0,2,6,16,6,6,5,8,2,0,26.176181440582887,9.897275979557065
4,5,71.0,153,107,-1,50.0,1,0,19,2,0,49,14,1,3,4,7,1,0,1,3,11,5,8,4,3,0,0,17.676399050951243,5.659977941176468
4,5,71.0,153,107,-1,50.0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.321763056636224,-2.4082571428571415
5,4,72.0,149,20,-1,49.0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.07795216956024,2.57954761904762
6,5,71.0,135,74,-1,37.0,9,0,15,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.367933299103187,4.858326530612246
7,2,73.0,175,-1,-1,45.0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.796493291369173,5.629666666666667
7,2,73.0,175,-1,-1,45.0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.842540571648252,3.2342127659574453
